Transaction_ID,Date,Year,Quarter,Month,Region,State,Product_Category,Product,Sales_Channel,Units_Sold,Unit_Price,Discount_Percent,Gross_Sales,Revenue,Cost,Profit,Profit_Margin_Percent,Marketing_Spend,Shipping_Cost,Returned_Units
TXN100585,01 April 2021,2021,Q2,April,East,West Bengal,Office Supplies,Printer,Retail,115,16125.06,921.00%,1854381.90,1683622.67,470128.18,1213494.49,7208.00%,59671.12,25544.56,3
TXN100586,01 April 2021,2021,Q2,April,North,Punjab,Accessories,Headphones,Distributor,245,4524.33,554.00%,1108460.85,1047093.98,445568.65,601525.33,5745.00%,20561.62,21097.52,3
TXN100587,01 April 2021,2021,Q2,April,North,Delhi,Accessories,Headphones,Online,292,4662.23,862.00%,1361371.16,1244002.85,599104.52,644898.33,5184.00%,58503.80,25323.81,5
TXN100588,01 April 2021,2021,Q2,April,North,Punjab,Accessories,Headphones,Retail,206,4747.08,689.00%,977898.48,910546.94,408436.81,502110.13,5514.00%,39702.35,17157.14,5
TXN100589,01 April 2021,2021,Q2,April,North,Delhi,Accessories,Power Bank,Distributor,254,2244.79,843.00%,570176.66,522086.36,245612.56,276473.80,5296.00%,8643.68,7841.06,4
TXN100590,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Accessories,Power Bank,Online,280,2174.83,883.00%,608952.40,555156.09,287420.00,267736.08,4823.00%,33223.23,11122.24,6
TXN100591,01 April 2021,2021,Q2,April,North,Punjab,Accessories,Power Bank,Retail,196,2269.72,671.00%,444865.12,415014.96,197428.25,217586.71,5243.00%,12013.90,8054.19,4
TXN100592,01 April 2021,2021,Q2,April,North,Punjab,Accessories,Smartwatch,Distributor,278,8838.93,472.00%,2457222.54,2341245.24,1072099.64,1269145.60,5421.00%,74021.87,47686.86,6
TXN100593,01 April 2021,2021,Q2,April,North,Delhi,Accessories,Smartwatch,Online,273,8438.00,839.00%,2303574.00,2110250.86,912343.76,1197907.10,5677.00%,120974.72,21140.22,4
TXN100594,01 April 2021,2021,Q2,April,North,Delhi,Accessories,Smartwatch,Retail,222,8165.64,380.00%,1812772.08,1743849.39,728182.19,1015667.20,5824.00%,33215.05,24367.92,4
TXN100595,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Electronics,Laptop,Distributor,130,63302.49,495.00%,8229323.70,7821928.43,2348361.16,5473567.27,6998.00%,147293.41,116781.03,4
TXN100596,01 April 2021,2021,Q2,April,North,Punjab,Electronics,Laptop,Online,97,62464.45,1018.00%,6059051.65,5442338.18,1467376.79,3974961.39,7304.00%,329836.20,159235.29,2
TXN100597,01 April 2021,2021,Q2,April,North,Punjab,Electronics,Laptop,Retail,96,63653.41,542.00%,6110727.36,5779491.94,1578642.58,4200849.37,7269.00%,198078.07,121927.05,2
TXN100598,01 April 2021,2021,Q2,April,North,Delhi,Electronics,Smartphone,Distributor,101,26941.41,288.00%,2721082.41,2642684.58,581817.68,2060866.90,7798.00%,46355.75,65585.67,1
TXN100599,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Electronics,Smartphone,Online,128,27269.10,918.00%,3490444.80,3169907.35,633981.47,2535925.88,8000.00%,160670.84,61046.74,3
TXN100600,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Electronics,Smartphone,Retail,89,26594.78,530.00%,2366935.42,2241464.75,475996.38,1765468.37,7876.00%,89813.90,34086.41,3
TXN100601,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Electronics,Tablet,Distributor,141,23704.11,640.00%,3342279.51,3128415.52,767487.47,2360928.06,7547.00%,51900.63,42616.97,2
TXN100602,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Electronics,Tablet,Online,103,24852.30,830.00%,2559786.90,2347433.77,599860.79,1747572.98,7445.00%,152296.84,32564.02,3
TXN100603,01 April 2021,2021,Q2,April,North,Punjab,Electronics,Tablet,Retail,87,23482.18,308.00%,2042949.66,1980052.95,458323.18,1521729.77,7685.00%,59096.16,34591.00,1
TXN100604,01 April 2021,2021,Q2,April,North,Punjab,Furniture,Bookshelf,Distributor,108,14771.26,379.00%,1595296.08,1534888.11,601257.87,933630.24,6083.00%,23316.02,15900.14,2
TXN100605,01 April 2021,2021,Q2,April,North,Delhi,Furniture,Bookshelf,Online,88,15209.38,1184.00%,1338425.44,1179929.56,481359.17,698570.39,5920.00%,67958.83,12725.01,0
TXN100606,01 April 2021,2021,Q2,April,North,Delhi,Furniture,Bookshelf,Retail,76,14971.35,573.00%,1137822.60,1072574.56,442158.98,630415.59,5878.00%,32381.90,20444.12,1
TXN100607,01 April 2021,2021,Q2,April,North,Delhi,Furniture,Desk,Distributor,93,18820.57,407.00%,1750313.01,1679044.14,610292.28,1068751.86,6365.00%,28229.25,37864.50,1
TXN100608,01 April 2021,2021,Q2,April,North,Punjab,Furniture,Desk,Online,89,16646.57,953.00%,1481544.73,1340381.33,544317.37,796063.96,5939.00%,62030.61,18842.87,1
TXN100609,01 April 2021,2021,Q2,April,North,Delhi,Furniture,Desk,Retail,65,18067.21,563.00%,1174368.65,1108244.78,410794.30,697450.48,6293.00%,23673.27,20276.15,1
TXN100610,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Furniture,Office Chair,Distributor,79,12791.31,611.00%,1010513.49,948792.94,354482.32,594310.62,6264.00%,18549.54,19866.20,2
TXN100611,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Furniture,Office Chair,Online,90,11847.24,698.00%,1066251.60,991864.00,362404.60,629459.40,6346.00%,50753.61,19279.76,3
TXN100612,01 April 2021,2021,Q2,April,North,Punjab,Furniture,Office Chair,Retail,65,11458.65,534.00%,744812.25,705076.35,250843.64,454232.70,6442.00%,25550.26,16169.42,2
TXN100613,01 April 2021,2021,Q2,April,North,Delhi,Home Appliances,Air Conditioner,Distributor,76,51976.65,413.00%,3950225.40,3787014.66,1099453.63,2687561.03,7097.00%,78838.92,43464.60,1
TXN100614,01 April 2021,2021,Q2,April,North,Delhi,Home Appliances,Air Conditioner,Online,68,50889.05,555.00%,3460455.40,3268451.22,1082227.50,2186223.72,6689.00%,180028.46,74444.34,2
TXN100615,01 April 2021,2021,Q2,April,North,Punjab,Home Appliances,Air Conditioner,Retail,55,51062.63,572.00%,2808444.65,2647662.88,894132.13,1753530.75,6623.00%,80015.24,42493.15,1
TXN100616,01 April 2021,2021,Q2,April,North,Punjab,Home Appliances,Refrigerator,Distributor,69,48763.39,158.00%,3364673.91,3311591.47,804658.50,2506932.97,7570.00%,71081.06,63459.91,1
TXN100617,01 April 2021,2021,Q2,April,North,Delhi,Home Appliances,Refrigerator,Online,81,47543.05,752.00%,3850987.05,3561244.75,892584.67,2668660.09,7494.00%,189916.67,53298.12,1
TXN100618,01 April 2021,2021,Q2,April,North,Delhi,Home Appliances,Refrigerator,Retail,54,46752.23,491.00%,2524620.42,2400756.57,567940.32,1832816.25,7634.00%,102421.88,45207.24,1
TXN100619,01 April 2021,2021,Q2,April,North,Punjab,Home Appliances,Washing Machine,Distributor,77,43184.17,465.00%,3325181.09,3170393.92,765101.39,2405292.53,7587.00%,94862.40,54313.53,2
TXN100620,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Home Appliances,Washing Machine,Online,72,41955.51,862.00%,3020796.72,2760408.07,552081.61,2208326.46,8000.00%,157480.66,55025.31,2
TXN100621,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Home Appliances,Washing Machine,Retail,59,42728.07,584.00%,2520956.13,2373744.89,603913.76,1769831.13,7456.00%,47620.27,50273.44,1
TXN100622,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Office Supplies,Keyboard,Distributor,173,2569.76,262.00%,444568.48,432905.54,206679.24,226226.30,5226.00%,8550.73,7449.32,3
TXN100623,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Office Supplies,Keyboard,Online,153,2385.41,759.00%,364967.73,337252.28,161336.42,175915.87,5216.00%,14517.10,7302.31,4
TXN100624,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Office Supplies,Keyboard,Retail,138,2564.70,680.00%,353928.60,329854.32,180256.96,149597.36,4535.00%,14136.71,8204.67,0
TXN100625,01 April 2021,2021,Q2,April,North,Delhi,Office Supplies,Monitor,Distributor,166,20506.29,349.00%,3404044.14,3285221.54,785478.36,2499743.18,7609.00%,73523.09,55860.96,1
TXN100626,01 April 2021,2021,Q2,April,North,Delhi,Office Supplies,Monitor,Online,164,21357.72,642.00%,3502666.08,3277677.44,1012370.77,2265306.68,6911.00%,185501.44,65200.06,3
TXN100627,01 April 2021,2021,Q2,April,North,Delhi,Office Supplies,Monitor,Retail,151,21077.36,633.00%,3182681.36,2981171.83,769157.39,2212014.44,7420.00%,93581.05,74498.01,3
TXN100628,01 April 2021,2021,Q2,April,North,Uttar Pradesh,Office Supplies,Printer,Distributor,161,16283.42,490.00%,2621630.62,2493096.86,785452.30,1707644.56,6849.00%,32944.00,43191.47,4
TXN100629,01 April 2021,2021,Q2,April,North,Delhi,Office Supplies,Printer,Online,141,16011.57,592.00%,2257631.37,2123987.42,567895.23,1556092.19,7326.00%,135234.03,29869.85,2
TXN100630,01 April 2021,2021,Q2,April,North,Delhi,Office Supplies,Printer,Retail,117,16197.88,669.00%,1895151.96,1768362.82,547780.96,1220581.87,6902.00%,76123.41,23855.24,3
TXN100631,01 April 2021,2021,Q2,April,South,Tamil Nadu,Accessories,Headphones,Distributor,338,4540.79,246.00%,1534787.02,1497081.77,613570.07,883511.71,5902.00%,21230.57,31955.52,7
TXN100632,01 April 2021,2021,Q2,April,South,Telangana,Accessories,Headphones,Online,295,4397.37,1008.00%,1297224.15,1166516.59,545204.77,621311.82,5326.00%,56670.06,16053.58,5
TXN100633,01 April 2021,2021,Q2,April,South,Karnataka,Accessories,Headphones,Retail,226,4413.42,699.00%,997432.92,927760.79,449130.90,478629.89,5159.00%,22238.03,15968.65,4
TXN100634,01 April 2021,2021,Q2,April,South,Karnataka,Accessories,Power Bank,Distributor,301,2345.10,421.00%,705875.10,676157.49,301323.31,374834.19,5544.00%,16400.44,11703.65,8
TXN100635,01 April 2021,2021,Q2,April,South,Telangana,Accessories,Power Bank,Online,263,2194.34,1181.00%,577111.42,508971.71,263035.39,245936.32,4832.00%,25333.37,9284.17,5
TXN100636,01 April 2021,2021,Q2,April,South,Karnataka,Accessories,Power Bank,Retail,230,2089.05,100.00%,480481.50,475676.69,238004.60,237672.08,4997.00%,17138.13,8132.82,8
TXN100637,01 April 2021,2021,Q2,April,South,Tamil Nadu,Accessories,Smartwatch,Distributor,309,8366.28,529.00%,2585180.52,2448491.84,1006144.01,1442347.83,5891.00%,65512.26,43672.84,8
TXN100638,01 April 2021,2021,Q2,April,South,Karnataka,Accessories,Smartwatch,Online,286,8417.15,539.00%,2407304.90,2277496.71,898039.86,1379456.85,6057.00%,116409.33,49148.74,7
TXN100639,01 April 2021,2021,Q2,April,South,Tamil Nadu,Accessories,Smartwatch,Retail,221,8720.26,499.00%,1927177.46,1831100.51,788072.36,1043028.15,5696.00%,46931.60,49615.07,5
TXN100640,01 April 2021,2021,Q2,April,South,Telangana,Electronics,Laptop,Distributor,145,61630.68,227.00%,8936448.60,8733937.58,2763994.17,5969943.41,6835.00%,179455.41,215104.39,4
TXN100641,01 April 2021,2021,Q2,April,South,Karnataka,Electronics,Laptop,Online,163,58323.93,1218.00%,9506800.59,8349278.66,2399432.39,5949846.27,7126.00%,407344.66,155534.63,4
TXN100642,01 April 2021,2021,Q2,April,South,Telangana,Electronics,Laptop,Retail,99,61043.91,704.00%,6043347.09,5618099.24,1552079.76,4066019.47,7237.00%,247070.68,109435.48,1
TXN100643,01 April 2021,2021,Q2,April,South,Karnataka,Electronics,Smartphone,Distributor,152,27960.71,200.00%,4250027.92,4165081.70,1024705.28,3140376.42,7540.00%,66739.96,75697.62,3
TXN100644,01 April 2021,2021,Q2,April,South,Karnataka,Electronics,Smartphone,Online,143,28659.95,938.00%,4098372.85,3714062.30,916624.06,2797438.24,7532.00%,178147.74,72031.94,3
TXN100645,01 April 2021,2021,Q2,April,South,Tamil Nadu,Electronics,Smartphone,Retail,112,27884.93,579.00%,3123112.16,2942314.77,657706.91,2284607.85,7765.00%,87339.70,56127.17,3
TXN100646,01 April 2021,2021,Q2,April,South,Karnataka,Electronics,Tablet,Distributor,133,25665.77,457.00%,3413547.41,3257498.96,754552.94,2502946.02,7684.00%,32574.99,43060.01,4
TXN100647,01 April 2021,2021,Q2,April,South,Karnataka,Electronics,Tablet,Online,132,24623.36,945.00%,3250283.52,2942972.31,797238.03,2145734.28,7291.00%,186474.06,48978.39,3
TXN100648,01 April 2021,2021,Q2,April,South,Telangana,Electronics,Tablet,Retail,107,23493.41,618.00%,2513794.87,2358329.92,561115.81,1797214.11,7621.00%,48937.07,21409.22,2
TXN100649,01 April 2021,2021,Q2,April,South,Karnataka,Furniture,Bookshelf,Distributor,100,14718.99,410.00%,1471899.00,1411532.98,551310.83,860222.15,6094.00%,51611.79,22209.65,3
TXN100650,01 April 2021,2021,Q2,April,South,Karnataka,Furniture,Bookshelf,Online,109,14660.89,833.00%,1598037.01,1464921.62,645254.16,819667.45,5595.00%,82421.85,36510.84,1
TXN100651,01 April 2021,2021,Q2,April,South,Telangana,Furniture,Bookshelf,Retail,79,14943.49,509.00%,1180535.71,1120480.28,465554.69,654925.58,5845.00%,40653.86,27916.46,2
TXN100652,01 April 2021,2021,Q2,April,South,Telangana,Furniture,Desk,Distributor,102,19031.94,383.00%,1941257.88,1866916.92,775341.46,1091575.47,5847.00%,21132.72,25463.49,3
TXN100653,01 April 2021,2021,Q2,April,South,Karnataka,Furniture,Desk,Online,109,18539.94,654.00%,2020853.46,1888762.67,793011.23,1095751.45,5801.00%,101133.54,35041.77,2
TXN100654,01 April 2021,2021,Q2,April,South,Telangana,Furniture,Desk,Retail,79,17224.95,252.00%,1360771.05,1326478.56,566046.35,760432.21,5733.00%,38219.16,24577.98,1
TXN100655,01 April 2021,2021,Q2,April,South,Tamil Nadu,Furniture,Office Chair,Distributor,100,11921.77,227.00%,1192177.00,1165107.59,409304.17,755803.43,6487.00%,25945.56,12351.52,1
TXN100656,01 April 2021,2021,Q2,April,South,Tamil Nadu,Furniture,Office Chair,Online,85,11828.00,800.00%,1005380.00,924926.29,382886.72,542039.57,5860.00%,48250.23,12417.84,2
TXN100657,01 April 2021,2021,Q2,April,South,Telangana,Furniture,Office Chair,Retail,72,12027.91,487.00%,866009.52,823858.08,302887.15,520970.93,6324.00%,26724.08,11874.88,1
TXN100658,01 April 2021,2021,Q2,April,South,Tamil Nadu,Home Appliances,Air Conditioner,Distributor,85,52351.27,211.00%,4449857.95,4355758.46,1365969.97,2989788.48,6864.00%,162440.60,86671.53,2
TXN100659,01 April 2021,2021,Q2,April,South,Telangana,Home Appliances,Air Conditioner,Online,83,51248.70,1009.00%,4253642.10,3824617.03,1147511.87,2677105.17,7000.00%,222452.61,54193.77,1
TXN100660,01 April 2021,2021,Q2,April,South,Telangana,Home Appliances,Air Conditioner,Retail,61,53333.00,517.00%,3253313.00,3085046.63,993507.26,2091539.37,6780.00%,107628.13,53572.78,2
TXN100661,01 April 2021,2021,Q2,April,South,Karnataka,Home Appliances,Refrigerator,Distributor,88,47288.01,353.00%,4161344.88,4014417.39,1063111.04,2951306.35,7352.00%,123472.93,44822.51,2
TXN100662,01 April 2021,2021,Q2,April,South,Tamil Nadu,Home Appliances,Refrigerator,Online,78,48077.08,871.00%,3750012.24,3423530.48,975933.93,2447596.55,7149.00%,232795.66,79466.26,3
TXN100663,01 April 2021,2021,Q2,April,South,Karnataka,Home Appliances,Refrigerator,Retail,69,48576.89,869.00%,3351805.41,3060396.81,696625.46,2363771.34,7724.00%,94931.73,69160.95,1
TXN100664,01 April 2021,2021,Q2,April,South,Telangana,Home Appliances,Washing Machine,Distributor,91,41949.76,389.00%,3817428.16,3668890.29,1011785.88,2657104.41,7242.00%,62121.75,55758.65,2
TXN100665,01 April 2021,2021,Q2,April,South,Tamil Nadu,Home Appliances,Washing Machine,Online,91,42705.98,908.00%,3886244.18,3533547.27,819847.16,2713700.11,7680.00%,222065.31,48107.11,3
TXN100666,01 April 2021,2021,Q2,April,South,Telangana,Home Appliances,Washing Machine,Retail,56,42489.06,936.00%,2379387.36,2156652.82,627760.36,1528892.47,7089.00%,87684.09,47266.80,1
TXN100667,01 April 2021,2021,Q2,April,South,Telangana,Office Supplies,Keyboard,Distributor,195,2505.08,443.00%,488490.60,466841.71,261295.65,205546.06,4403.00%,14693.40,9752.93,5
TXN100668,01 April 2021,2021,Q2,April,South,Karnataka,Office Supplies,Keyboard,Online,163,2580.34,737.00%,420595.42,389580.90,190909.87,198671.03,5100.00%,25301.92,6820.70,4
TXN100669,01 April 2021,2021,Q2,April,South,Telangana,Office Supplies,Keyboard,Retail,160,2568.89,394.00%,411022.40,394825.93,191117.52,203708.42,5159.00%,12081.83,8070.01,4
TXN100670,01 April 2021,2021,Q2,April,South,Tamil Nadu,Office Supplies,Monitor,Distributor,179,20858.13,260.00%,3733605.27,3636535.69,1151456.70,2485078.99,6834.00%,72047.21,80933.92,4
TXN100671,01 April 2021,2021,Q2,April,South,Karnataka,Office Supplies,Monitor,Online,187,20989.41,854.00%,3925019.67,3589860.45,956125.41,2633735.04,7337.00%,195474.30,59593.61,4
TXN100672,01 April 2021,2021,Q2,April,South,Tamil Nadu,Office Supplies,Monitor,Retail,121,20455.54,720.00%,2475120.34,2296969.49,620403.60,1676565.89,7299.00%,62935.80,28081.79,2
TXN100673,01 April 2021,2021,Q2,April,South,Tamil Nadu,Office Supplies,Printer,Distributor,195,15506.06,622.00%,3023681.70,2835499.89,841887.78,1993612.11,7031.00%,66984.58,36770.48,6
TXN100674,01 April 2021,2021,Q2,April,South,Tamil Nadu,Office Supplies,Printer,Online,176,16073.01,954.00%,2828849.76,2558914.44,812336.12,1746578.32,6825.00%,159855.31,32547.44,4
TXN100675,01 April 2021,2021,Q2,April,South,Tamil Nadu,Office Supplies,Printer,Retail,135,15811.47,729.00%,2134548.45,1978872.60,625435.20,1353437.40,6839.00%,59102.33,48801.78,2
TXN100676,01 April 2021,2021,Q2,April,West,Rajasthan,Accessories,Headphones,Distributor,361,4377.03,560.00%,1580107.83,1491658.26,593693.66,897964.59,6020.00%,40897.79,20408.57,9
TXN100677,01 April 2021,2021,Q2,April,West,Rajasthan,Accessories,Headphones,Online,337,4412.36,899.00%,1486965.32,1353281.81,623100.51,730181.30,5396.00%,87325.50,19927.86,11
TXN100678,01 April 2021,2021,Q2,April,West,Maharashtra,Accessories,Headphones,Retail,226,4718.21,832.00%,1066315.46,977626.73,466076.93,511549.80,5233.00%,34734.32,18972.87,6
TXN100679,01 April 2021,2021,Q2,April,West,Gujarat,Accessories,Power Bank,Distributor,331,2146.91,437.00%,710627.21,679564.63,345415.54,334149.09,4917.00%,6795.65,10336.70,3
TXN100680,01 April 2021,2021,Q2,April,West,Rajasthan,Accessories,Power Bank,Online,291,2267.85,705.00%,659944.35,613412.80,297328.48,316084.32,5153.00%,30515.13,10402.72,3
TXN100681,01 April 2021,2021,Q2,April,West,Maharashtra,Accessories,Power Bank,Retail,234,2137.41,550.00%,500153.94,472620.53,241615.43,231005.10,4888.00%,20261.11,6384.94,5
TXN100682,01 April 2021,2021,Q2,April,West,Maharashtra,Accessories,Smartwatch,Distributor,334,8601.09,306.00%,2872764.06,2784938.87,1155916.00,1629022.87,5849.00%,27849.39,60516.54,8
TXN100683,01 April 2021,2021,Q2,April,West,Gujarat,Accessories,Smartwatch,Online,340,8241.41,1095.00%,2802079.40,2495137.44,1010209.03,1484928.42,5951.00%,155405.51,60619.21,9
TXN100684,01 April 2021,2021,Q2,April,West,Rajasthan,Accessories,Smartwatch,Retail,230,8103.05,962.00%,1863701.50,1684326.60,731092.50,953234.10,5659.00%,69252.48,23712.16,6
TXN100685,01 April 2021,2021,Q2,April,West,Gujarat,Electronics,Laptop,Distributor,152,61968.13,502.00%,9419155.76,8946264.16,2241279.94,6704984.22,7495.00%,181096.04,182844.68,1
TXN100686,01 April 2021,2021,Q2,April,West,Maharashtra,Electronics,Laptop,Online,133,62461.60,1228.00%,8307392.80,7286855.81,2028670.04,5258185.77,7216.00%,380190.01,161527.86,2
TXN100687,01 April 2021,2021,Q2,April,West,Rajasthan,Electronics,Laptop,Retail,119,61396.21,371.00%,7306148.99,7034848.52,1892561.74,5142286.79,7310.00%,139173.52,91456.15,3
TXN100688,01 April 2021,2021,Q2,April,West,Maharashtra,Electronics,Smartphone,Distributor,149,27500.49,122.00%,4097573.01,4047474.79,819029.44,3228445.35,7976.00%,43973.11,100443.79,3
TXN100689,01 April 2021,2021,Q2,April,West,Gujarat,Electronics,Smartphone,Online,124,28594.71,704.00%,3545744.04,3295964.19,723669.61,2572294.58,7804.00%,222037.52,73810.20,3
TXN100690,01 April 2021,2021,Q2,April,West,Maharashtra,Electronics,Smartphone,Retail,108,26786.57,640.00%,2892949.56,2707838.75,601575.50,2106263.25,7778.00%,85587.12,54069.21,2
TXN100691,01 April 2021,2021,Q2,April,West,Rajasthan,Electronics,Tablet,Distributor,168,23965.47,134.00%,4026198.96,3972098.30,961844.09,3010254.21,7578.00%,97375.94,67118.31,4
TXN100692,01 April 2021,2021,Q2,April,West,Gujarat,Electronics,Tablet,Online,132,23539.88,862.00%,3107264.16,2839339.37,782860.45,2056478.92,7243.00%,167559.30,53928.43,3
TXN100693,01 April 2021,2021,Q2,April,West,Gujarat,Electronics,Tablet,Retail,123,24443.78,731.00%,3006584.94,2786807.14,851041.82,1935765.32,6946.00%,116351.74,60480.80,1
TXN100694,01 April 2021,2021,Q2,April,West,Gujarat,Furniture,Bookshelf,Distributor,107,14554.44,463.00%,1557325.08,1485231.84,628398.02,856833.82,5769.00%,29887.33,14832.28,3
TXN100695,01 April 2021,2021,Q2,April,West,Gujarat,Furniture,Bookshelf,Online,95,15837.45,690.00%,1504557.75,1400702.74,568220.19,832482.55,5943.00%,60161.58,19067.73,2
TXN100696,01 April 2021,2021,Q2,April,West,Rajasthan,Furniture,Bookshelf,Retail,91,14995.01,492.00%,1364545.91,1297405.88,494350.98,803054.90,6190.00%,53913.68,25553.13,1
TXN100697,01 April 2021,2021,Q2,April,West,Gujarat,Furniture,Desk,Distributor,118,17787.03,546.00%,2098869.54,1984340.92,884759.08,1099581.83,5541.00%,31986.42,48949.82,3
TXN100698,01 April 2021,2021,Q2,April,West,Gujarat,Furniture,Desk,Online,106,18109.45,743.00%,1919601.70,1777012.48,717103.54,1059908.94,5965.00%,102779.75,46312.71,3
TXN100699,01 April 2021,2021,Q2,April,West,Rajasthan,Furniture,Desk,Retail,97,18803.15,602.00%,1823905.55,1714029.64,675976.73,1038052.90,6056.00%,47255.22,50979.75,1
TXN100700,01 April 2021,2021,Q2,April,West,Maharashtra,Furniture,Office Chair,Distributor,122,12198.86,464.00%,1488260.92,1419263.97,542994.78,876269.19,6174.00%,14421.44,15952.47,2
TXN100701,01 April 2021,2021,Q2,April,West,Rajasthan,Furniture,Office Chair,Online,112,12076.33,738.00%,1352548.96,1252719.82,450919.34,801800.48,6400.00%,44296.44,21406.34,4
TXN100702,01 April 2021,2021,Q2,April,West,Rajasthan,Furniture,Office Chair,Retail,91,11898.93,448.00%,1082802.63,1034331.86,416982.41,617349.44,5969.00%,33464.57,16507.27,2
TXN100703,01 April 2021,2021,Q2,April,West,Rajasthan,Home Appliances,Air Conditioner,Distributor,74,54643.92,530.00%,4043650.08,3829478.40,1046488.57,2782989.82,7267.00%,79277.21,60094.36,1
TXN100704,01 April 2021,2021,Q2,April,West,Maharashtra,Home Appliances,Air Conditioner,Online,68,51806.50,929.00%,3522842.00,3195510.57,818817.01,2376693.56,7438.00%,181743.85,69718.74,0
TXN100705,01 April 2021,2021,Q2,April,West,Gujarat,Home Appliances,Air Conditioner,Retail,78,51460.99,421.00%,4013957.22,3845022.33,1206345.30,2638677.03,6863.00%,189988.09,49191.86,0
TXN100706,01 April 2021,2021,Q2,April,West,Rajasthan,Home Appliances,Refrigerator,Distributor,104,48854.44,483.00%,5080861.76,4835292.28,985115.65,3850176.62,7963.00%,135161.81,113852.57,3
TXN100707,01 April 2021,2021,Q2,April,West,Rajasthan,Home Appliances,Refrigerator,Online,72,47476.61,804.00%,3418315.92,3143610.37,748993.98,2394616.40,7617.00%,190230.29,47988.67,1
TXN100708,01 April 2021,2021,Q2,April,West,Rajasthan,Home Appliances,Refrigerator,Retail,67,48706.20,720.00%,3263315.40,3028344.61,701284.55,2327060.06,7684.00%,109333.33,60815.24,1
TXN100709,01 April 2021,2021,Q2,April,West,Maharashtra,Home Appliances,Washing Machine,Distributor,72,42125.64,299.00%,3033046.08,2942280.43,679103.94,2263176.49,7692.00%,64945.32,30236.60,1
TXN100710,01 April 2021,2021,Q2,April,West,Rajasthan,Home Appliances,Washing Machine,Online,84,43085.58,777.00%,3619188.72,3338101.83,943678.24,2394423.59,7173.00%,186893.11,58426.32,1
TXN100711,01 April 2021,2021,Q2,April,West,Gujarat,Home Appliances,Washing Machine,Retail,62,41999.45,751.00%,2603965.90,2408536.64,713752.62,1694784.02,7037.00%,85400.71,47751.36,1
TXN100712,01 April 2021,2021,Q2,April,West,Gujarat,Office Supplies,Keyboard,Distributor,172,2432.61,518.00%,418408.92,396740.52,194848.03,201892.49,5089.00%,4603.34,10596.23,2
TXN100713,01 April 2021,2021,Q2,April,West,Maharashtra,Office Supplies,Keyboard,Online,215,2526.98,983.00%,543300.70,489886.55,276442.92,213443.63,4357.00%,18128.03,10010.80,4
TXN100714,01 April 2021,2021,Q2,April,West,Gujarat,Office Supplies,Keyboard,Retail,134,2503.12,540.00%,335418.08,317299.59,166930.09,150369.50,4739.00%,12281.36,5472.51,1
TXN100715,01 April 2021,2021,Q2,April,West,Rajasthan,Office Supplies,Monitor,Distributor,235,21094.28,495.00%,4957155.80,4711584.25,1514893.77,3196690.48,6785.00%,109559.55,76910.43,5
TXN100716,01 April 2021,2021,Q2,April,West,Maharashtra,Office Supplies,Monitor,Online,151,21017.87,960.00%,3173698.37,2868871.38,858901.07,2009970.32,7006.00%,161633.82,64977.18,3
TXN100717,01 April 2021,2021,Q2,April,West,Maharashtra,Office Supplies,Monitor,Retail,164,21167.50,480.00%,3471470.00,3304824.86,886012.83,2418812.03,7319.00%,92989.83,84047.36,5
TXN100718,01 April 2021,2021,Q2,April,West,Gujarat,Office Supplies,Printer,Distributor,206,16499.81,526.00%,3398960.86,3220239.70,1094865.90,2125373.80,6600.00%,32202.40,55125.13,3
TXN100719,01 April 2021,2021,Q2,April,West,Rajasthan,Office Supplies,Printer,Online,199,15831.72,774.00%,3150512.28,2906723.31,924967.19,1981756.11,6818.00%,179664.47,54015.96,3
TXN100720,01 April 2021,2021,Q2,April,West,Gujarat,Office Supplies,Printer,Retail,184,16655.06,1033.00%,3064531.04,2748104.95,909384.32,1838720.63,6691.00%,76330.91,38469.15,6
TXN100721,01 May 2021,2021,Q2,May,East,Bihar,Accessories,Headphones,Distributor,262,4599.10,433.00%,1204964.20,1152830.51,527613.01,625217.50,5423.00%,20283.21,17908.69,7
TXN100722,01 May 2021,2021,Q2,May,East,Bihar,Accessories,Headphones,Online,260,4382.98,976.00%,1139574.80,1028376.59,500017.78,528358.81,5138.00%,53968.53,17517.65,9
TXN100723,01 May 2021,2021,Q2,May,East,Odisha,Accessories,Headphones,Retail,169,4543.62,702.00%,767871.78,713937.04,325862.19,388074.85,5436.00%,31499.61,18757.38,4
TXN100724,01 May 2021,2021,Q2,May,East,West Bengal,Accessories,Power Bank,Distributor,254,2164.85,672.00%,549871.90,512900.21,252548.19,260352.02,5076.00%,6770.66,10989.13,5
